Power_On_Hours,Total_TBW_TB,Total_TBR_TB,Temperature_C,Percent_Life_Used,Media_Errors,Unsafe_Shutdowns,CRC_Errors,Read_Error_Rate,Failure_Mode,Failure_Flag
21146,3588.0,3264.51,56.85,126.69,2,1,1,5,1,1
1188,1931.86,1637.8,27.29,49.2,3,3,21,5,4,1
16121,2784.88,2366.6,58.58,84.58,6,5,1,1,1,1
12185,1002.79,743.4,32.42,11.15,0,4,20,4,4,1
5895,769.41,136.35,43.93,36.74,7,17,1,7,3,1
8758,316.92,1219.28,35.59,66.52,0,2,16,2,4,1
29660,1359.07,1608.7,42.15,111.23,16,3,0,19,5,1
13902,4030.35,1678.92,47.2,98.09,2,2,0,1,1,1
19772,1679.53,1103.78,75.07,110.53,13,5,1,21,5,1
2858,786.02,656.35,50.49,43.93,6,13,0,6,3,1
12758,662.48,369.95,67.53,22.46,1,2,32,5,4,1
7164,877.72,655.77,50.37,55.4,0,0,0,0,0,0
8346,2568.68,1047.8,69.36,103.92,2,2,0,1,1,1
4588,855.69,119.78,38.18,16.14,0,1,0,0,0,0
15767,2014.81,1858.0,88.28,79.65,1,2,0,1,2,1
15233,4870.93,4327.23,54.44,137.44,2,4,0,1,1,1
7431,54.49,107.25,56.48,34.23,6,7,2,0,3,1
14957,2628.8,905.17,69.84,149.57,2,3,1,1,1,1
2977,241.74,18.26,41.47,85.43,6,15,1,2,3,1
8641,1123.16,811.52,95.38,54.55,1,1,1,1,2,1
8517,555.53,727.76,42.23,53.38,0,2,0,0,0,0
17952,3284.73,2661.92,66.04,84.43,11,3,1,24,5,1
1323,1276.44,1523.23,27.65,104.62,0,3,21,6,4,1
24833,2129.85,1354.06,93.63,106.53,0,4,0,1,2,1
2424,169.47,454.0,28.24,51.5,5,7,0,1,3,1
21421,1905.28,665.56,77.93,44.07,3,2,3,0,2,1
19503,3664.99,3530.93,46.34,83.15,2,1,0,0,1,1
7428,432.69,477.5,52.1,18.15,1,16,2,4,3,1
23997,657.17,1639.06,76.33,42.77,0,1,0,3,2,1
15282,317.09,2029.1,69.03,94.09,12,7,1,22,5,1
4081,1258.35,466.08,85.73,68.72,2,0,0,0,2,1
12631,1792.16,449.0,28.93,103.96,0,4,17,7,4,1
581,751.77,479.49,35.33,28.12,0,0,0,0,0,0
27850,1145.83,2656.96,43.3,54.95,14,4,1,20,5,1
5103,1275.74,1484.46,78.64,133.03,15,1,3,21,5,1
3536,2919.39,2887.02,37.96,74.47,10,5,1,17,5,1
5278,557.9,41.01,45.7,8.37,3,11,1,3,3,1
13741,2552.7,1517.84,62.27,78.13,6,4,4,18,5,1
5295,553.96,678.59,48.93,26.66,6,11,1,2,3,1
19291,1529.0,1177.04,52.34,56.32,1,4,23,1,4,1
14188,647.39,219.23,90.68,105.41,3,2,0,0,2,1
4342,463.05,446.59,33.06,88.85,3,12,3,8,3,1
7552,629.62,336.95,38.26,45.86,8,11,0,4,3,1
2416,277.72,175.12,42.25,45.19,5,10,2,3,3,1
2544,207.68,127.91,55.47,10.77,2,6,1,4,3,1
3304,18.85,487.45,54.39,72.3,5,10,7,1,3,1
10862,1953.16,398.19,85.24,52.4,2,0,3,0,2,1
16158,2805.6,2062.66,52.91,93.62,2,3,3,6,1,1
4824,711.52,237.24,55.89,53.51,4,6,4,4,3,1
6388,322.72,41.79,60.1,87.54,3,10,4,3,3,1
7336,1007.73,864.79,88.55,105.63,3,1,2,3,2,1
14420,4757.93,2496.64,69.67,95.0,4,2,2,3,1,1
6659,239.47,188.09,48.59,64.26,3,9,6,2,3,1
5662,433.46,257.38,43.49,39.91,0,1,0,0,0,0
45596,3080.19,2290.09,49.68,148.23,2,4,0,2,1,1
11037,185.2,214.52,34.4,50.89,0,0,0,0,0,0
7036,415.61,670.02,76.07,56.3,1,2,1,1,2,1
1449,793.14,95.35,34.22,88.28,5,3,3,5,3,1
5458,703.37,335.31,41.49,72.61,4,9,3,4,3,1
10155,3405.42,1349.72,47.54,98.37,5,3,0,0,1,1
21670,1119.66,855.01,83.74,93.73,2,3,0,0,2,1
12642,1540.62,506.07,74.1,125.05,17,7,2,23,5,1
26491,2170.52,2666.62,47.26,110.02,13,3,1,14,5,1
20485,934.39,2542.07,70.15,86.05,6,1,1,2,1,1
19207,1388.35,303.06,43.79,75.95,1,2,22,5,4,1
1506,879.51,918.83,52.36,59.12,0,0,0,0,0,0
139,562.85,746.92,43.58,64.25,0,0,0,0,0,0
5367,603.22,280.35,43.81,33.53,5,10,2,3,3,1
13548,795.8,103.44,92.13,92.04,4,2,1,0,2,1
3171,1120.6,807.96,45.79,0.4,0,0,0,0,0,0
14763,515.62,2709.79,64.32,76.26,15,3,1,16,5,1
6311,529.84,195.64,60.04,11.79,5,8,3,3,3,1
10441,286.68,1054.13,50.13,16.83,0,3,22,8,4,1
319,344.93,243.66,40.19,39.41,4,6,4,3,3,1
2772,917.4,1085.24,32.5,60.65,4,3,21,4,4,1
4938,1068.8,19.07,31.04,76.72,0,1,0,0,0,0
10240,355.79,1833.68,92.78,116.68,4,3,4,1,2,1
21459,983.79,344.16,79.62,116.97,1,3,0,1,2,1
16249,1472.81,93.54,32.74,14.23,3,1,26,2,4,1
22504,1856.39,248.81,78.27,64.04,2,1,3,0,2,1
5681,536.42,52.05,45.54,72.22,0,1,0,0,0,0
26519,3155.78,1500.03,45.18,123.28,16,3,0,21,5,1
3298,734.43,166.25,60.28,47.04,4,5,3,5,3,1
22107,1426.44,1168.59,55.78,109.96,12,5,4,21,5,1
5365,228.74,384.95,28.13,72.81,7,10,1,4,3,1
208,524.18,72.83,58.58,28.33,7,5,2,3,3,1
6541,1395.16,1526.23,60.27,101.81,8,3,3,22,5,1
5964,532.58,606.96,55.05,33.06,6,5,1,2,3,1
2154,994.62,910.61,42.72,42.31,10,3,1,17,5,1
14564,569.74,402.5,88.81,43.79,4,2,1,0,2,1
7945,1002.45,148.88,51.6,58.38,0,0,0,0,0,0
2563,2027.19,976.93,61.31,39.34,10,3,2,22,5,1
29307,1372.14,1991.39,71.11,132.68,3,3,1,1,1,1
9115,2188.0,844.08,75.17,51.36,1,2,0,3,2,1
28428,4210.39,628.13,58.55,116.18,2,1,1,2,1,1
16700,807.94,1596.06,77.63,118.94,1,1,2,0,2,1
2107,575.71,785.17,47.5,36.55,0,1,0,0,0,0
18101,717.96,1576.22,63.95,99.98,1,5,24,8,4,1
1385,272.07,35.92,44.84,41.6,4,9,3,1,3,1
19381,1963.66,2455.39,66.47,58.11,15,3,1,21,5,1
5669,569.17,47.23,50.91,45.97,4,9,5,0,3,1
18290,2138.66,1471.19,50.0,80.33,11,10,2,20,5,1
8920,1402.51,1293.94,33.97,43.15,1,7,14,0,4,1
3415,363.48,265.48,52.95,82.22,4,6,2,3,3,1
36985,4663.74,2550.54,69.08,102.22,3,2,1,2,1,1
39567,3045.77,1895.73,55.3,147.04,1,2,0,2,1,1
11792,1015.31,1271.92,88.37,42.7,0,0,2,0,2,1
1669,635.88,810.71,35.85,41.94,0,1,0,0,0,0
1576,16.66,51.16,57.35,11.53,8,10,1,3,3,1
205,811.06,997.23,48.41,23.25,0,0,0,0,0,0
35349,1992.46,3053.58,60.45,124.37,1,0,0,1,1,1
13801,1188.34,597.49,51.2,37.43,1,3,14,6,4,1
14171,896.66,291.28,91.91,64.75,3,2,1,1,2,1
8983,474.26,68.55,54.59,68.54,0,2,20,3,4,1
2925,2456.71,943.53,81.69,54.42,1,2,2,0,2,1
5337,1620.65,1083.9,31.64,41.83,3,7,22,8,4,1
8905,2281.17,788.32,99.73,51.99,1,1,0,0,2,1
13408,1980.17,1081.82,70.15,113.21,19,6,5,17,5,1
14193,439.14,1248.51,80.78,87.55,3,0,1,0,2,1
7810,354.4,280.85,25.34,85.69,6,9,2,2,3,1
16781,592.12,537.73,94.04,53.89,0,1,0,1,2,1
7252,223.58,528.86,36.13,7.1,3,6,2,3,3,1
16995,933.81,1666.43,71.53,89.06,3,3,1,5,1,1
22488,2318.47,1923.54,49.96,129.13,21,6,2,17,5,1
13981,247.06,2798.3,40.89,42.01,16,3,1,14,5,1
7026,609.65,108.45,46.4,43.67,6,13,3,4,3,1
5387,141.96,676.53,37.68,72.75,6,12,3,5,3,1
7653,1819.95,612.46,40.03,33.44,2,4,17,3,4,1
26338,3491.84,784.7,56.71,99.45,10,3,4,15,5,1
41611,3445.75,3665.74,68.0,139.57,3,4,1,2,1,1
15857,788.67,314.53,55.51,42.62,2,0,17,8,4,1
12421,1285.49,1183.48,44.1,123.33,12,2,3,20,5,1
5039,434.7,306.89,31.42,3.02,0,0,0,0,0,0
7883,1543.27,680.99,75.08,68.29,4,2,1,0,2,1
9405,506.6,1508.78,50.81,93.98,1,3,20,3,4,1
13997,797.74,816.79,48.34,60.87,0,0,0,0,0,0
14783,3466.32,799.51,51.11,137.55,13,5,1,22,5,1
19409,1095.08,481.41,31.66,59.52,2,0,23,5,4,1
10414,164.34,985.93,91.16,45.08,1,2,1,0,2,1
9971,2212.5,1963.54,84.89,102.12,1,2,2,1,2,1
5083,1791.52,224.25,42.08,34.54,1,3,22,7,4,1
4746,233.79,433.74,44.75,21.1,0,0,0,0,0,0
18076,1436.88,851.22,43.67,54.05,2,4,22,6,4,1
15394,2159.57,839.38,89.48,54.08,4,0,0,0,2,1
14514,1310.45,293.56,69.5,30.49,11,3,2,13,5,1
7481,559.58,30.98,31.82,38.05,0,0,0,0,0,0
14442,3183.58,345.9,45.66,124.49,19,7,3,10,5,1
8627,3383.39,2212.68,70.37,126.59,21,4,3,14,5,1
10344,890.16,333.41,83.06,108.48,3,0,0,1,2,1
30353,817.3,4269.34,69.02,85.42,2,1,1,1,1,1
4126,508.56,1395.05,38.21,103.83,1,2,23,3,4,1
7085,560.13,417.65,44.53,43.63,0,0,0,0,0,0
17514,1191.86,2306.15,40.81,104.28,4,2,0,2,1,1
10908,1333.31,2095.84,57.01,50.16,18,9,1,20,5,1
19376,1331.77,484.91,89.41,94.82,3,1,1,0,2,1
9186,2493.11,950.02,81.7,72.57,1,0,0,1,2,1
8916,2217.76,944.25,66.78,94.97,2,4,1,1,1,1
32587,1667.18,1487.91,40.32,148.49,7,2,0,1,1,1
10284,1614.65,1046.39,68.48,12.17,1,7,22,2,4,1
10295,933.28,345.35,41.91,16.4,0,1,0,0,0,0
11311,1432.95,1303.27,87.72,41.04,3,4,0,2,2,1
8312,2429.6,193.96,81.73,88.71,3,3,0,0,2,1
1422,515.01,270.05,37.87,20.3,6,8,0,2,3,1
5363,265.84,394.84,25.14,77.02,9,8,2,3,3,1
19693,1290.17,824.02,89.27,103.68,3,4,3,1,2,1
2638,1155.55,944.97,29.23,32.51,0,0,0,0,0,0
9174,221.54,694.7,43.54,50.66,0,0,0,0,0,0
17118,1246.4,1067.17,38.09,113.75,17,2,1,17,5,1
2698,1299.28,1758.87,61.57,73.91,1,4,18,4,4,1
5259,1355.55,1637.54,35.35,118.28,11,1,1,25,5,1
9358,1891.85,1795.13,64.48,102.37,1,3,21,3,4,1
4424,731.15,100.8,59.69,48.71,5,12,1,2,3,1
18791,1804.71,279.53,83.66,55.03,5,2,3,1,2,1
3328,33.16,367.31,62.76,18.62,5,7,3,1,3,1
5278,386.23,512.16,26.25,11.87,0,2,0,0,0,0
11327,531.51,759.76,43.3,110.83,11,6,3,20,5,1
4940,685.75,316.3,46.62,71.67,4,11,1,3,3,1
6732,2097.14,2955.97,73.98,135.63,17,3,2,16,5,1
26332,2743.71,4322.09,44.85,111.24,3,1,2,1,1,1
5039,1049.0,791.6,47.44,44.9,0,0,0,0,0,0
4914,792.09,394.48,45.24,67.42,3,8,3,1,3,1
29997,1140.87,3890.4,50.27,125.84,0,3,2,1,1,1
36682,834.28,3463.23,44.59,95.98,1,1,1,2,1,1
10570,2036.4,2422.35,59.12,111.92,10,8,1,20,5,1
28680,1909.9,2777.96,64.02,70.18,18,4,4,21,5,1
3146,1137.18,2384.05,64.27,89.78,17,7,2,17,5,1
4953,2025.6,680.54,49.55,116.1,17,1,0,22,5,1
19058,1475.49,1453.39,88.07,47.88,1,3,0,1,2,1
4098,310.25,514.9,35.44,35.19,0,4,19,4,4,1
29215,4603.44,1766.66,69.03,143.35,1,2,1,2,1,1
16223,780.78,171.6,48.77,15.19,1,4,20,5,4,1
10709,2097.27,3585.8,73.07,148.33,2,2,1,2,1,1
18055,1856.01,1376.56,63.76,43.52,1,6,26,5,4,1
18481,2031.73,927.29,43.95,71.25,13,5,1,21,5,1
26466,1706.34,2057.97,62.73,58.72,14,4,1,22,5,1
6612,549.63,346.7,49.42,48.54,4,4,5,1,3,1
23836,1450.2,2491.54,75.01,79.12,12,4,0,26,5,1
10096,2368.34,633.43,48.63,96.6,12,1,1,24,5,1
16756,389.19,1922.24,46.18,86.82,15,7,6,14,5,1
15449,809.51,942.82,60.5,30.19,0,4,18,7,4,1
10110,313.94,617.39,53.35,3.86,0,0,0,0,0,0
974,37.67,122.05,45.82,10.0,3,5,3,3,3,1
4926,428.21,1102.82,80.21,69.93,3,1,1,0,2,1
18857,1892.41,989.84,69.84,91.18,0,1,17,9,4,1
48023,3213.23,3561.36,43.13,114.49,2,1,0,1,1,1
5691,3365.71,2420.65,55.54,104.9,15,4,0,16,5,1
36797,807.79,3789.67,57.25,110.79,1,2,0,1,1,1
28990,1196.42,2363.43,59.09,107.51,15,2,1,20,5,1
1426,73.82,505.96,36.25,50.07,0,1,0,0,0,0
10862,450.33,554.97,48.7,25.44,0,0,0,0,0,0
25203,2181.81,1833.62,43.28,46.43,16,4,3,22,5,1
11186,1089.32,633.33,86.71,52.72,2,5,2,0,2,1
24638,1222.45,101.4,94.29,51.39,2,1,1,1,2,1
10678,701.75,864.51,51.41,18.93,0,1,0,0,0,0
3026,313.46,404.58,27.15,51.85,6,14,1,2,3,1
8528,954.15,889.55,85.94,115.74,1,2,0,2,2,1
7575,553.38,22.06,30.54,58.94,2,9,4,4,3,1
6602,1887.62,339.35,53.59,77.14,0,1,17,4,4,1
14258,324.52,294.37,40.34,64.53,0,0,0,0,0,0
11136,410.03,315.38,25.6,46.61,0,1,0,0,0,0
11752,310.27,1147.26,39.26,67.84,0,1,21,5,4,1
14461,1797.4,1622.47,57.19,109.35,4,2,2,3,1,1
830,277.05,477.69,58.84,13.39,3,10,2,3,3,1
211,60.66,138.95,33.48,44.53,4,8,1,0,3,1
5201,489.9,435.81,33.38,25.07,0,2,24,7,4,1
18538,2232.92,1802.11,87.18,41.97,1,1,0,1,2,1
6038,1141.22,732.38,26.56,70.74,0,1,0,0,0,0
26948,1713.13,2319.45,77.96,114.18,13,1,1,13,5,1
8781,1949.95,2891.43,72.88,110.2,18,9,2,21,5,1
3508,3115.66,2148.28,52.49,63.36,19,3,2,19,5,1
18947,305.27,917.9,57.25,47.9,0,2,21,6,4,1
5309,527.81,224.35,50.61,69.03,2,5,4,3,3,1
7101,249.04,312.65,40.74,52.15,0,1,0,0,0,0
1887,68.91,1607.41,46.4,100.24,1,2,19,7,4,1
1859,1263.59,85.87,63.33,61.68,2,1,12,4,4,1
811,515.19,1728.8,59.29,40.38,1,2,24,5,4,1
7855,723.81,587.03,38.96,65.16,3,7,1,2,3,1
5372,499.71,235.89,41.15,45.36,2,20,1,6,3,1
3270,644.64,996.03,49.02,67.65,0,1,0,0,0,0
41599,1120.9,2913.67,40.88,84.58,4,3,0,0,1,1
8826,386.81,611.17,34.43,41.35,2,2,19,6,4,1
11600,100.04,367.93,27.77,46.81,0,0,0,0,0,0
14060,792.77,959.52,52.93,63.15,0,1,0,0,0,0
11177,1126.49,3183.2,71.53,147.86,3,2,2,2,1,1
3256,371.69,238.11,25.04,58.35,0,1,0,0,0,0
1302,793.7,1330.14,65.75,16.59,1,1,13,3,4,1
5121,1684.44,673.26,42.44,59.47,1,2,21,3,4,1
21386,2834.85,3915.81,65.56,130.44,3,1,0,0,1,1
9275,1131.6,926.74,91.18,116.11,3,2,1,0,2,1
26883,3247.59,767.95,68.14,79.06,14,5,1,23,5,1
6984,21.94,322.85,32.0,13.22,3,12,2,2,3,1
13925,3824.95,4265.0,61.86,119.39,4,1,0,2,1,1
7024,665.16,591.44,55.01,28.38,4,13,2,8,3,1
19062,3416.39,1689.74,42.99,131.61,6,0,1,0,1,1
3730,216.47,349.09,50.68,71.17,4,7,2,5,3,1
5935,404.61,633.7,50.3,40.86,4,7,2,2,3,1
26397,2817.06,1792.92,45.39,31.71,15,8,2,25,5,1
9207,386.05,320.97,44.0,8.46,0,1,0,0,0,0
36266,3002.9,2692.6,41.49,146.79,2,2,0,1,1,1
6266,1088.92,199.33,43.46,32.46,0,0,0,0,0,0
10070,769.81,1163.67,99.03,77.2,2,1,0,0,2,1
3598,3226.14,727.51,68.76,93.88,7,3,1,21,5,1
9166,1944.33,882.84,25.26,76.49,1,1,28,2,4,1
17889,2304.61,1013.94,92.38,99.84,3,0,1,1,2,1
13536,1320.74,2741.22,37.46,30.72,18,1,3,21,5,1
21449,825.53,1418.88,85.28,108.8,3,1,1,1,2,1
46183,1482.88,3547.14,55.4,118.19,4,3,2,0,1,1
26239,486.24,2932.08,55.56,128.55,15,6,3,19,5,1
4439,347.76,243.09,30.82,70.16,5,9,1,4,3,1
6839,502.02,214.14,51.3,12.66,0,0,0,0,0,0
3437,366.1,230.24,53.61,86.82,6,4,3,0,3,1
3407,16.03,491.36,59.16,56.35,3,10,3,2,3,1
20810,2010.34,1827.51,39.86,56.72,13,5,2,19,5,1
13943,2129.47,212.57,83.16,70.38,2,1,1,2,2,1
13742,236.16,391.2,86.15,71.5,5,2,1,1,2,1
8527,764.85,124.53,27.15,15.89,1,5,23,8,4,1
5128,849.69,581.57,51.69,56.02,0,0,0,0,0,0
10976,1121.15,643.46,50.74,103.64,1,6,15,5,4,1
3092,850.38,1124.92,91.88,91.43,1,2,2,1,2,1
4512,1244.89,680.6,29.61,97.82,2,1,23,5,4,1
12552,130.41,588.76,75.63,108.9,2,2,1,1,2,1
6632,446.75,217.88,31.38,57.67,6,8,3,3,3,1
1124,66.82,141.84,59.14,81.99,0,2,27,8,4,1
11326,1478.2,1799.66,49.73,109.49,1,3,17,4,4,1
13591,4502.92,2350.81,42.14,139.12,3,2,2,3,1,1
24348,1810.96,2051.73,44.03,33.37,16,0,0,17,5,1
11518,2404.2,2404.12,61.3,143.9,2,3,1,5,1,1
3859,329.65,420.64,64.94,63.34,4,16,2,3,3,1
5383,162.54,431.1,32.42,59.87,0,0,0,0,0,0
8480,2007.04,1138.27,78.39,48.69,13,3,1,15,5,1
23543,412.48,1755.45,88.95,67.77,2,5,1,3,2,1
47791,4217.27,617.48,57.54,129.34,2,1,1,1,1,1
4745,293.94,153.72,35.92,76.28,3,11,1,2,3,1
8083,1750.86,1429.09,62.89,66.55,0,4,16,6,4,1
29599,3373.56,1405.81,57.32,78.62,12,2,4,18,5,1
8030,2427.58,2610.93,47.56,109.37,14,1,2,17,5,1
28687,3379.69,1525.44,36.46,111.69,9,3,3,21,5,1
3972,314.86,199.93,43.54,67.96,4,9,2,3,3,1
8853,1805.02,1644.46,59.81,61.25,1,2,31,3,4,1
15144,2430.33,940.01,49.47,83.88,11,3,1,21,5,1
12590,1904.54,891.3,27.14,19.0,0,5,20,7,4,1
6611,735.64,124.9,39.65,60.35,10,13,1,0,3,1
2249,30.13,910.47,33.09,65.57,0,1,0,0,0,0
4766,575.27,117.92,46.28,30.85,4,10,3,3,3,1
15882,1902.47,426.63,88.92,114.09,1,2,1,1,2,1
3801,1034.15,539.72,30.53,23.97,0,0,0,0,0,0
5814,344.06,2585.46,72.73,108.92,20,4,1,19,5,1
1746,685.8,1792.63,65.81,59.16,2,4,25,8,4,1
5514,589.94,471.62,40.95,5.27,4,6,3,2,3,1
439,708.51,472.53,30.41,76.98,7,13,1,6,3,1
5019,812.04,466.54,78.74,78.47,0,1,0,2,2,1
13218,935.09,1626.6,99.16,85.75,6,2,3,0,2,1
8143,2909.9,737.63,78.91,104.09,15,4,3,17,5,1
440,417.51,277.55,53.99,44.62,0,0,0,0,0,0
18350,91.27,899.52,46.99,75.49,1,6,25,5,4,1
17769,1070.87,1686.69,46.98,53.58,1,6,19,2,4,1
22610,2789.96,510.14,54.96,67.4,13,4,3,26,5,1
27433,293.98,1760.23,39.88,66.25,11,5,0,25,5,1
1189,713.97,222.93,60.37,46.94,2,2,21,10,4,1
3915,1775.23,1245.37,53.36,102.3,0,2,22,7,4,1
23860,771.09,339.07,81.65,75.93,3,1,2,0,2,1
6895,1722.37,1720.87,95.04,73.77,2,1,0,0,2,1
12176,98.72,987.02,48.17,15.9,0,0,0,0,0,0
18416,1236.24,598.34,86.95,115.68,1,1,2,1,2,1
10939,633.74,290.17,26.14,79.57,0,0,0,0,0,0
23473,2097.94,2733.08,44.52,82.56,3,2,1,2,1,1
3247,90.68,411.26,27.78,42.98,6,11,2,4,3,1
2275,753.44,348.54,27.46,32.44,3,10,3,3,3,1
17753,825.96,1699.1,39.94,87.37,3,2,26,3,4,1
37552,3865.38,3141.19,42.01,81.57,4,1,1,1,1,1
10183,871.6,1007.9,67.11,13.36,1,4,22,3,4,1
7025,616.45,534.05,49.66,7.68,2,5,4,5,3,1
7383,610.07,564.63,60.14,68.93,6,8,3,7,3,1
22193,3283.36,1257.85,54.99,30.62,12,4,4,21,5,1
6089,1683.05,593.81,69.39,10.86,1,4,20,5,4,1
10164,645.13,152.4,25.28,64.65,0,0,0,0,0,0
21598,3329.95,1503.08,71.02,87.58,23,4,1,17,5,1
25972,1503.85,2031.31,59.75,125.98,4,3,1,2,1,1
11545,1425.89,303.08,65.88,60.83,1,1,21,3,4,1
27181,985.33,429.2,45.23,99.94,23,4,4,22,5,1
21413,1063.01,2039.05,50.45,107.82,19,7,3,18,5,1
4806,614.04,627.53,41.02,7.05,5,6,2,2,3,1
47195,2320.11,905.47,72.73,121.29,4,5,0,4,1,1
10045,4993.68,2984.46,43.65,109.37,1,3,1,1,1,1
1078,526.09,1345.47,34.16,46.31,3,3,15,3,4,1
12163,99.97,372.02,31.76,15.67,0,0,0,0,0,0
2054,1809.29,407.4,40.84,71.91,0,3,23,8,4,1
16450,955.23,1403.23,28.87,91.74,0,7,18,5,4,1
7008,712.61,105.95,41.44,56.22,0,1,0,0,0,0
18821,2012.08,3596.22,69.77,134.79,2,0,1,1,1,1
18173,969.92,2373.52,35.81,36.37,20,4,3,32,5,1
447,542.33,791.97,43.55,9.05,0,0,0,0,0,0
13684,1610.63,206.67,27.89,40.95,2,3,15,3,4,1
10261,806.43,816.87,32.82,23.75,0,0,0,0,0,0
2606,657.05,660.7,30.78,89.74,6,9,0,6,3,1
9259,3572.79,802.07,56.97,130.05,6,5,1,5,1,1
4024,1969.72,692.59,86.42,111.16,1,1,0,0,2,1
6183,1080.13,1374.72,34.73,67.66,0,3,25,2,4,1
8872,356.91,567.08,27.99,73.76,0,0,0,0,0,0
22176,3088.69,3885.05,55.1,85.82,3,1,0,3,1,1
11273,1352.04,1091.49,41.62,12.75,2,2,20,7,4,1
27104,591.01,269.22,62.33,101.51,13,6,1,21,5,1
14244,853.1,180.37,54.17,35.91,0,0,0,0,0,0
19398,3150.93,1185.29,60.93,106.19,3,1,0,3,1,1
10676,1702.94,2797.92,45.3,99.56,5,3,0,1,1,1
2436,1142.35,2338.78,76.79,87.8,18,3,2,18,5,1
8331,177.79,741.34,91.56,96.54,2,1,0,0,2,1
3000,306.43,540.01,55.47,42.54,5,8,2,1,3,1
8261,322.17,1888.03,92.67,80.18,6,1,3,0,2,1
23245,547.58,1444.21,42.82,76.42,19,6,0,23,5,1
15937,1179.29,979.92,53.64,51.63,0,3,26,2,4,1
9763,485.01,602.61,44.59,12.31,0,1,0,0,0,0
24438,1681.22,1329.42,78.83,112.9,2,3,1,1,2,1
6254,2253.14,1394.52,70.64,116.3,20,10,4,27,5,1
23950,3067.33,2995.65,58.54,149.33,6,0,1,3,1,1
1581,771.73,381.11,60.03,15.98,1,5,33,9,4,1
17076,892.58,1102.33,37.78,88.84,1,2,15,5,4,1
22589,3378.92,1261.08,45.41,69.16,15,1,2,20,5,1
1677,1373.85,2152.91,75.41,122.83,20,2,3,19,5,1
4889,248.45,1004.03,97.04,115.39,2,1,1,0,2,1
7399,1430.9,963.96,82.69,73.58,3,2,0,1,2,1
5794,501.09,109.45,40.27,1.97,0,0,0,0,0,0
9040,2374.27,955.08,56.79,118.67,14,2,2,21,5,1
20237,1211.91,547.42,58.99,138.47,15,2,1,17,5,1
4956,353.45,578.1,43.39,79.46,6,16,2,3,3,1
6938,795.2,222.79,26.36,38.24,6,2,0,3,3,1
5589,447.43,255.92,59.83,30.32,3,9,1,3,3,1
2843,294.25,1201.01,81.02,119.38,3,0,1,2,2,1
424,860.5,938.33,52.37,75.69,0,0,0,0,0,0
4068,625.49,987.78,53.1,89.56,1,5,22,4,4,1
10670,665.36,678.97,56.83,36.48,12,2,0,16,5,1
854,324.32,411.83,44.64,41.42,8,11,1,1,3,1
498,237.84,697.67,44.44,82.69,8,8,0,7,3,1
6697,739.9,70.79,34.1,43.01,1,0,26,2,4,1
10869,1010.97,1784.85,28.12,46.93,0,2,21,6,4,1
13765,156.3,423.79,49.02,87.32,1,2,18,6,4,1
14057,74.48,1320.75,26.31,28.83,0,7,27,4,4,1
806,354.82,605.2,63.78,77.0,5,11,3,2,3,1
19060,1489.88,540.8,83.54,64.98,1,2,3,2,2,1
8549,545.43,695.98,46.99,79.63,0,0,0,0,0,0
466,1058.09,760.08,41.9,9.6,0,0,0,0,0,0
17719,325.51,1014.22,85.71,100.8,6,3,1,2,2,1
181,720.95,19.09,61.32,8.34,3,14,4,2,3,1
994,696.6,131.71,49.64,36.32,9,10,1,3,3,1
3289,158.93,698.05,49.79,11.79,5,14,2,9,3,1
16642,1809.3,290.76,63.67,105.6,1,1,16,3,4,1
12388,2387.76,2325.04,70.24,104.38,2,3,1,5,1,1
5969,542.35,213.42,34.93,60.26,8,8,1,3,3,1
4664,86.9,398.31,59.42,23.94,4,10,2,3,3,1
657,453.15,318.1,29.92,78.06,4,7,2,4,3,1
29012,2074.83,1348.17,71.67,57.75,6,9,1,26,5,1
14892,1736.75,1708.75,47.06,94.37,1,0,23,2,4,1
3426,179.21,135.79,49.71,78.89,8,11,5,2,3,1
1495,3243.16,2208.57,40.11,110.21,19,3,3,17,5,1
15164,1381.81,648.15,74.48,116.3,16,3,1,25,5,1
11424,391.38,996.33,50.37,48.88,0,0,0,0,0,0
20094,3460.02,3771.29,50.4,94.96,3,3,1,1,1,1
8059,2289.26,4455.33,73.49,124.79,3,0,2,3,1,1
4799,374.39,338.79,33.51,13.51,1,1,20,6,4,1
7908,845.16,1106.76,91.42,95.32,2,3,0,1,2,1
5096,1042.49,1042.85,62.4,58.73,0,5,19,8,4,1
10946,189.15,474.35,40.13,46.81,0,0,0,0,0,0
11355,1379.18,994.34,53.35,20.12,0,3,23,6,4,1
4258,699.73,597.34,41.79,45.22,5,7,1,4,3,1
8897,2401.34,747.06,89.79,44.67,0,2,0,1,2,1
18631,686.83,1218.79,85.8,43.15,3,2,0,0,2,1
11639,1099.96,619.3,30.78,48.51,0,1,0,0,0,0
6347,285.12,406.7,50.6,50.57,9,8,3,0,3,1
8067,155.22,598.35,53.09,70.09,0,0,0,0,0,0
15181,996.89,1614.93,63.35,67.85,0,1,23,10,4,1
11714,1509.32,124.4,30.25,71.98,0,2,29,4,4,1
8463,153.25,584.96,52.86,39.74,0,1,0,0,0,0
30359,4076.85,1953.35,68.22,140.08,2,2,0,0,1,1
14487,1141.82,86.26,25.85,70.73,0,2,0,0,0,0
9032,200.06,2501.51,56.47,81.04,13,3,1,21,5,1
3693,901.69,965.04,27.21,4.27,0,1,0,0,0,0
